ENSAPET00000000592.1 ENSAPEG00000000464.1
ENSAPET00000019315.1 ENSAPEG00000013429.1
ENSAPET00000019320.1 ENSAPEG00000013430.1
ENSAPET00000019342.1 ENSAPEG00000013430.1
ENSAPET00000019486.1 ENSAPEG00000013431.1
ENSAPET00000019325.1 ENSAPEG00000013432.1
ENSAPET00000019340.1 ENSAPEG00000013432.1
ENSAPET00000019311.1 ENSAPEG00000013433.1
ENSAPET00000019329.1 ENSAPEG00000013433.1
ENSAPET00000019344.1 ENSAPEG00000013433.1
ENSAPET00000019331.1 ENSAPEG00000013434.1
ENSAPET00000019317.1 ENSAPEG00000013435.1
ENSAPET00000019312.1 ENSAPEG00000013436.1
ENSAPET00000019323.1 ENSAPEG00000013437.1
ENSAPET00000019347.1 ENSAPEG00000013438.1
ENSAPET00000019357.1 ENSAPEG00000013438.1
ENSAPET00000019377.1 ENSAPEG00000013438.1
ENSAPET00000019480.1 ENSAPEG00000013439.1
ENSAPET00000019328.1 ENSAPEG00000013440.1
ENSAPET00000019341.1 ENSAPEG00000013440.1
ENSAPET00000019326.1 ENSAPEG00000013441.1
ENSAPET00000019321.1 ENSAPEG00000013442.1
ENSAPET00000019389.1 ENSAPEG00000013443.1
ENSAPET00000019406.1 ENSAPEG00000013443.1
ENSAPET00000019422.1 ENSAPEG00000013443.1
ENSAPET00000019446.1 ENSAPEG00000013443.1
ENSAPET00000019388.1 ENSAPEG00000013444.1
ENSAPET00000019370.1 ENSAPEG00000013445.1
ENSAPET00000019334.1 ENSAPEG00000013446.1
ENSAPET00000019371.1 ENSAPEG00000013446.1
ENSAPET00000019375.1 ENSAPEG00000013446.1
ENSAPET00000019594.1 ENSAPEG00000013447.1
ENSAPET00000019598.1 ENSAPEG00000013447.1
ENSAPET00000019400.1 ENSAPEG00000013448.1
ENSAPET00000019413.1 ENSAPEG00000013448.1
ENSAPET00000019397.1 ENSAPEG00000013449.1
ENSAPET00000019415.1 ENSAPEG00000013449.1
ENSAPET00000019438.1 ENSAPEG00000013449.1
ENSAPET00000019459.1 ENSAPEG00000013449.1
ENSAPET00000019479.1 ENSAPEG00000013449.1
ENSAPET00000019525.1 ENSAPEG00000013449.1
ENSAPET00000019335.1 ENSAPEG00000013450.1
ENSAPET00000019354.1 ENSAPEG00000013450.1
ENSAPET00000019490.1 ENSAPEG00000013451.1
ENSAPET00000019539.1 ENSAPEG00000013451.1
ENSAPET00000019558.1 ENSAPEG00000013451.1
ENSAPET00000019582.1 ENSAPEG00000013451.1
ENSAPET00000019346.1 ENSAPEG00000013452.1
ENSAPET00000019336.1 ENSAPEG00000013453.1
ENSAPET00000019337.1 ENSAPEG00000013454.1
ENSAPET00000019402.1 ENSAPEG00000013455.1
ENSAPET00000019369.1 ENSAPEG00000013456.1
ENSAPET00000019383.1 ENSAPEG00000013457.1
ENSAPET00000019404.1 ENSAPEG00000013457.1
ENSAPET00000019379.1 ENSAPEG00000013458.1
ENSAPET00000019450.1 ENSAPEG00000013459.1
ENSAPET00000019483.1 ENSAPEG00000013459.1
ENSAPET00000019495.1 ENSAPEG00000013459.1
ENSAPET00000019373.1 ENSAPEG00000013460.1
ENSAPET00000019744.1 ENSAPEG00000013461.1
ENSAPET00000019794.1 ENSAPEG00000013461.1
ENSAPET00000019825.1 ENSAPEG00000013461.1
ENSAPET00000019984.1 ENSAPEG00000013461.1
ENSAPET00000020072.1 ENSAPEG00000013461.1
ENSAPET00000019360.1 ENSAPEG00000013462.1
ENSAPET00000019349.1 ENSAPEG00000013463.1
ENSAPET00000019368.1 ENSAPEG00000013464.1
ENSAPET00000019359.1 ENSAPEG00000013465.1
ENSAPET00000019352.1 ENSAPEG00000013466.1
ENSAPET00000019353.1 ENSAPEG00000013467.1
ENSAPET00000019364.1 ENSAPEG00000013468.1
ENSAPET00000019356.1 ENSAPEG00000013469.1
ENSAPET00000019405.1 ENSAPEG00000013470.1
ENSAPET00000019435.1 ENSAPEG00000013470.1
ENSAPET00000019423.1 ENSAPEG00000013471.1
ENSAPET00000019366.1 ENSAPEG00000013473.1
ENSAPET00000019425.1 ENSAPEG00000013474.1
ENSAPET00000019457.1 ENSAPEG00000013474.1
ENSAPET00000019363.1 ENSAPEG00000013475.1
ENSAPET00000019461.1 ENSAPEG00000013476.1
ENSAPET00000019492.1 ENSAPEG00000013476.1
ENSAPET00000019361.1 ENSAPEG00000013477.1
ENSAPET00000019392.1 ENSAPEG00000013478.1
ENSAPET00000019365.1 ENSAPEG00000013479.1
ENSAPET00000019372.1 ENSAPEG00000013479.1
ENSAPET00000019393.1 ENSAPEG00000013479.1
ENSAPET00000019367.1 ENSAPEG00000013480.1
ENSAPET00000019387.1 ENSAPEG00000013480.1
ENSAPET00000019378.1 ENSAPEG00000013481.1
ENSAPET00000019391.1 ENSAPEG00000013481.1
ENSAPET00000019381.1 ENSAPEG00000013482.1
ENSAPET00000019385.1 ENSAPEG00000013483.1
ENSAPET00000019384.1 ENSAPEG00000013484.1
ENSAPET00000019390.1 ENSAPEG00000013484.1
ENSAPET00000019395.1 ENSAPEG00000013485.1
ENSAPET00000019433.1 ENSAPEG00000013486.1
ENSAPET00000019382.1 ENSAPEG00000013487.1
ENSAPET00000019380.1 ENSAPEG00000013488.1
ENSAPET00000019407.1 ENSAPEG00000013489.1
ENSAPET00000019424.1 ENSAPEG00000013489.1
ENSAPET00000019386.1 ENSAPEG00000013490.1
ENSAPET00000019410.1 ENSAPEG00000013491.1
ENSAPET00000019427.1 ENSAPEG00000013492.1
ENSAPET00000019472.1 ENSAPEG00000013492.1
ENSAPET00000019509.1 ENSAPEG00000013492.1
ENSAPET00000019528.1 ENSAPEG00000013492.1
ENSAPET00000019549.1 ENSAPEG00000013492.1
ENSAPET00000019408.1 ENSAPEG00000013493.1
ENSAPET00000019439.1 ENSAPEG00000013494.1
ENSAPET00000019394.1 ENSAPEG00000013495.1
ENSAPET00000019414.1 ENSAPEG00000013495.1
ENSAPET00000019401.1 ENSAPEG00000013496.1
ENSAPET00000019403.1 ENSAPEG00000013497.1
ENSAPET00000019398.1 ENSAPEG00000013498.1
ENSAPET00000019478.1 ENSAPEG00000013499.1
ENSAPET00000019417.1 ENSAPEG00000013500.1
ENSAPET00000019432.1 ENSAPEG00000013500.1
ENSAPET00000019399.1 ENSAPEG00000013501.1
ENSAPET00000019411.1 ENSAPEG00000013502.1
ENSAPET00000019606.1 ENSAPEG00000013503.1
ENSAPET00000019617.1 ENSAPEG00000013503.1
ENSAPET00000019641.1 ENSAPEG00000013503.1
ENSAPET00000019651.1 ENSAPEG00000013503.1
ENSAPET00000019674.1 ENSAPEG00000013503.1
ENSAPET00000019409.1 ENSAPEG00000013504.1
ENSAPET00000019412.1 ENSAPEG00000013505.1
ENSAPET00000019430.1 ENSAPEG00000013506.1
ENSAPET00000019429.1 ENSAPEG00000013507.1
ENSAPET00000019436.1 ENSAPEG00000013508.1
ENSAPET00000019449.1 ENSAPEG00000013509.1
ENSAPET00000019458.1 ENSAPEG00000013509.1
ENSAPET00000019591.1 ENSAPEG00000013510.1
ENSAPET00000019416.1 ENSAPEG00000013511.1
ENSAPET00000019428.1 ENSAPEG00000013512.1
ENSAPET00000019441.1 ENSAPEG00000013512.1
ENSAPET00000019420.1 ENSAPEG00000013513.1
ENSAPET00000019434.1 ENSAPEG00000013513.1
ENSAPET00000019419.1 ENSAPEG00000013514.1
ENSAPET00000019431.1 ENSAPEG00000013514.1
ENSAPET00000019507.1 ENSAPEG00000013515.1
ENSAPET00000019537.1 ENSAPEG00000013515.1
ENSAPET00000019464.1 ENSAPEG00000013516.1
ENSAPET00000019421.1 ENSAPEG00000013517.1
ENSAPET00000019470.1 ENSAPEG00000013517.1
ENSAPET00000019477.1 ENSAPEG00000013518.1
ENSAPET00000019488.1 ENSAPEG00000013518.1
ENSAPET00000019503.1 ENSAPEG00000013518.1
ENSAPET00000019473.1 ENSAPEG00000013519.1
ENSAPET00000019496.1 ENSAPEG00000013519.1
ENSAPET00000019550.1 ENSAPEG00000013520.1
ENSAPET00000019497.1 ENSAPEG00000013521.1
ENSAPET00000019443.1 ENSAPEG00000013522.1
ENSAPET00000019437.1 ENSAPEG00000013523.1
ENSAPET00000019440.1 ENSAPEG00000013525.1
ENSAPET00000019445.1 ENSAPEG00000013526.1
ENSAPET00000019442.1 ENSAPEG00000013527.1
ENSAPET00000019451.1 ENSAPEG00000013528.1
ENSAPET00000019452.1 ENSAPEG00000013529.1
ENSAPET00000019504.1 ENSAPEG00000013530.1
ENSAPET00000019448.1 ENSAPEG00000013531.1
ENSAPET00000019455.1 ENSAPEG00000013532.1
ENSAPET00000019456.1 ENSAPEG00000013533.1
ENSAPET00000019481.1 ENSAPEG00000013534.1
ENSAPET00000019487.1 ENSAPEG00000013535.1
ENSAPET00000019468.1 ENSAPEG00000013536.1
ENSAPET00000019462.1 ENSAPEG00000013537.1
ENSAPET00000019463.1 ENSAPEG00000013538.1
ENSAPET00000019489.1 ENSAPEG00000013538.1
ENSAPET00000019493.1 ENSAPEG00000013540.1
ENSAPET00000019517.1 ENSAPEG00000013540.1
ENSAPET00000019546.1 ENSAPEG00000013541.1
ENSAPET00000019465.1 ENSAPEG00000013542.1
ENSAPET00000019521.1 ENSAPEG00000013543.1
ENSAPET00000019538.1 ENSAPEG00000013543.1
ENSAPET00000019603.1 ENSAPEG00000013544.1
ENSAPET00000019466.1 ENSAPEG00000013545.1
ENSAPET00000019630.1 ENSAPEG00000013546.1
ENSAPET00000019467.1 ENSAPEG00000013547.1
ENSAPET00000019475.1 ENSAPEG00000013547.1
ENSAPET00000019484.1 ENSAPEG00000013548.1
ENSAPET00000019500.1 ENSAPEG00000013548.1
ENSAPET00000019513.1 ENSAPEG00000013548.1
ENSAPET00000019471.1 ENSAPEG00000013549.1
ENSAPET00000019611.1 ENSAPEG00000013550.1
ENSAPET00000019646.1 ENSAPEG00000013550.1
ENSAPET00000019686.1 ENSAPEG00000013550.1
ENSAPET00000019716.1 ENSAPEG00000013550.1
ENSAPET00000019733.1 ENSAPEG00000013550.1
ENSAPET00000019763.1 ENSAPEG00000013550.1
ENSAPET00000019799.1 ENSAPEG00000013550.1
ENSAPET00000019905.1 ENSAPEG00000013550.1
ENSAPET00000019947.1 ENSAPEG00000013550.1
ENSAPET00000020004.1 ENSAPEG00000013550.1
ENSAPET00000020082.1 ENSAPEG00000013550.1
ENSAPET00000020175.1 ENSAPEG00000013550.1
ENSAPET00000020216.1 ENSAPEG00000013550.1
ENSAPET00000020333.1 ENSAPEG00000013550.1
ENSAPET00000020393.1 ENSAPEG00000013550.1
ENSAPET00000020474.1 ENSAPEG00000013550.1
ENSAPET00000020562.1 ENSAPEG00000013550.1
ENSAPET00000020585.1 ENSAPEG00000013550.1
ENSAPET00000020625.1 ENSAPEG00000013550.1
ENSAPET00000020745.1 ENSAPEG00000013550.1
ENSAPET00000020786.1 ENSAPEG00000013550.1
ENSAPET00000021110.1 ENSAPEG00000013550.1
ENSAPET00000021222.1 ENSAPEG00000013550.1
ENSAPET00000021253.1 ENSAPEG00000013550.1
ENSAPET00000019516.1 ENSAPEG00000013551.1
ENSAPET00000019526.1 ENSAPEG00000013551.1
ENSAPET00000019476.1 ENSAPEG00000013552.1
ENSAPET00000019510.1 ENSAPEG00000013553.1
ENSAPET00000019515.1 ENSAPEG00000013554.1
ENSAPET00000019623.1 ENSAPEG00000013555.1
ENSAPET00000019645.1 ENSAPEG00000013555.1
ENSAPET00000019692.1 ENSAPEG00000013555.1
ENSAPET00000019501.1 ENSAPEG00000013556.1
ENSAPET00000019574.1 ENSAPEG00000013557.1
ENSAPET00000019491.1 ENSAPEG00000013558.1
ENSAPET00000019499.1 ENSAPEG00000013558.1
ENSAPET00000019522.1 ENSAPEG00000013559.1
ENSAPET00000019557.1 ENSAPEG00000013559.1
ENSAPET00000019502.1 ENSAPEG00000013560.1
ENSAPET00000019511.1 ENSAPEG00000013561.1
ENSAPET00000019494.1 ENSAPEG00000013562.1
ENSAPET00000019524.1 ENSAPEG00000013563.1
ENSAPET00000019561.1 ENSAPEG00000013564.1
ENSAPET00000019575.1 ENSAPEG00000013564.1
ENSAPET00000019610.1 ENSAPEG00000013564.1
ENSAPET00000019626.1 ENSAPEG00000013565.1
ENSAPET00000019519.1 ENSAPEG00000013566.1
ENSAPET00000019506.1 ENSAPEG00000013567.1
ENSAPET00000019531.1 ENSAPEG00000013568.1
ENSAPET00000019512.1 ENSAPEG00000013570.1
ENSAPET00000019530.1 ENSAPEG00000013570.1
ENSAPET00000019508.1 ENSAPEG00000013571.1
ENSAPET00000019518.1 ENSAPEG00000013572.1
ENSAPET00000019543.1 ENSAPEG00000013573.1
ENSAPET00000019572.1 ENSAPEG00000013574.1
ENSAPET00000019523.1 ENSAPEG00000013575.1
ENSAPET00000019533.1 ENSAPEG00000013576.1
ENSAPET00000019565.1 ENSAPEG00000013577.1
ENSAPET00000019578.1 ENSAPEG00000013577.1
ENSAPET00000019553.1 ENSAPEG00000013578.1
ENSAPET00000019576.1 ENSAPEG00000013578.1
ENSAPET00000019552.1 ENSAPEG00000013579.1
ENSAPET00000019662.1 ENSAPEG00000013580.1
ENSAPET00000019551.1 ENSAPEG00000013581.1
ENSAPET00000019532.1 ENSAPEG00000013582.1
ENSAPET00000019548.1 ENSAPEG00000013583.1
ENSAPET00000019560.1 ENSAPEG00000013584.1
ENSAPET00000019534.1 ENSAPEG00000013585.1
ENSAPET00000019571.1 ENSAPEG00000013585.1
ENSAPET00000019573.1 ENSAPEG00000013585.1
ENSAPET00000019593.1 ENSAPEG00000013586.1
ENSAPET00000019637.1 ENSAPEG00000013586.1
ENSAPET00000019535.1 ENSAPEG00000013587.1
ENSAPET00000019536.1 ENSAPEG00000013588.1
ENSAPET00000019542.1 ENSAPEG00000013589.1
ENSAPET00000019563.1 ENSAPEG00000013590.1
ENSAPET00000019587.1 ENSAPEG00000013591.1
ENSAPET00000019595.1 ENSAPEG00000013591.1
ENSAPET00000019556.1 ENSAPEG00000013592.1
ENSAPET00000019608.1 ENSAPEG00000013593.1
ENSAPET00000019622.1 ENSAPEG00000013593.1
ENSAPET00000019544.1 ENSAPEG00000013594.1
ENSAPET00000019562.1 ENSAPEG00000013594.1
ENSAPET00000019624.1 ENSAPEG00000013595.1
ENSAPET00000019668.1 ENSAPEG00000013595.1
ENSAPET00000019695.1 ENSAPEG00000013595.1
ENSAPET00000019589.1 ENSAPEG00000013596.1
ENSAPET00000019596.1 ENSAPEG00000013596.1
ENSAPET00000019615.1 ENSAPEG00000013596.1
ENSAPET00000019632.1 ENSAPEG00000013596.1
ENSAPET00000019642.1 ENSAPEG00000013596.1
ENSAPET00000019660.1 ENSAPEG00000013596.1
ENSAPET00000019566.1 ENSAPEG00000013597.1
ENSAPET00000019554.1 ENSAPEG00000013598.1
ENSAPET00000019601.1 ENSAPEG00000013599.1
ENSAPET00000019614.1 ENSAPEG00000013600.1
ENSAPET00000019590.1 ENSAPEG00000013601.1
ENSAPET00000019680.1 ENSAPEG00000013602.1
ENSAPET00000019564.1 ENSAPEG00000013603.1
ENSAPET00000019577.1 ENSAPEG00000013604.1
ENSAPET00000019580.1 ENSAPEG00000013605.1
ENSAPET00000019567.1 ENSAPEG00000013606.1
ENSAPET00000019568.1 ENSAPEG00000013607.1
ENSAPET00000019581.1 ENSAPEG00000013607.1
ENSAPET00000019597.1 ENSAPEG00000013607.1
ENSAPET00000019569.1 ENSAPEG00000013608.1
ENSAPET00000019584.1 ENSAPEG00000013609.1
ENSAPET00000019579.1 ENSAPEG00000013610.1
ENSAPET00000019706.1 ENSAPEG00000013611.1
ENSAPET00000019756.1 ENSAPEG00000013611.1
ENSAPET00000019806.1 ENSAPEG00000013611.1
ENSAPET00000019861.1 ENSAPEG00000013611.1
ENSAPET00000019949.1 ENSAPEG00000013611.1
ENSAPET00000019570.1 ENSAPEG00000013612.1
ENSAPET00000019609.1 ENSAPEG00000013613.1
ENSAPET00000019655.1 ENSAPEG00000013614.1
ENSAPET00000019599.1 ENSAPEG00000013615.1
ENSAPET00000019602.1 ENSAPEG00000013616.1
ENSAPET00000019583.1 ENSAPEG00000013617.1
ENSAPET00000019621.1 ENSAPEG00000013618.1
ENSAPET00000019805.1 ENSAPEG00000013619.1
ENSAPET00000019813.1 ENSAPEG00000013619.1
ENSAPET00000019821.1 ENSAPEG00000013619.1
ENSAPET00000019846.1 ENSAPEG00000013619.1
ENSAPET00000019871.1 ENSAPEG00000013619.1
ENSAPET00000019979.1 ENSAPEG00000013619.1
ENSAPET00000019600.1 ENSAPEG00000013620.1
ENSAPET00000019605.1 ENSAPEG00000013621.1
ENSAPET00000019586.1 ENSAPEG00000013622.1
ENSAPET00000019604.1 ENSAPEG00000013623.1
ENSAPET00000019588.1 ENSAPEG00000013624.1
ENSAPET00000019650.1 ENSAPEG00000013625.1
ENSAPET00000019675.1 ENSAPEG00000013625.1
ENSAPET00000019592.1 ENSAPEG00000013626.1
ENSAPET00000019656.1 ENSAPEG00000013627.1
ENSAPET00000019687.1 ENSAPEG00000013627.1
ENSAPET00000019710.1 ENSAPEG00000013628.1
ENSAPET00000019768.1 ENSAPEG00000013628.1
ENSAPET00000019667.1 ENSAPEG00000013629.1
ENSAPET00000019685.1 ENSAPEG00000013629.1
ENSAPET00000019636.1 ENSAPEG00000013630.1
ENSAPET00000019618.1 ENSAPEG00000013631.1
ENSAPET00000019607.1 ENSAPEG00000013632.1
ENSAPET00000019619.1 ENSAPEG00000013632.1
ENSAPET00000019612.1 ENSAPEG00000013633.1
ENSAPET00000019616.1 ENSAPEG00000013634.1
ENSAPET00000019613.1 ENSAPEG00000013635.1
ENSAPET00000019638.1 ENSAPEG00000013636.1
ENSAPET00000019620.1 ENSAPEG00000013637.1
ENSAPET00000019631.1 ENSAPEG00000013638.1
ENSAPET00000019688.1 ENSAPEG00000013640.1
ENSAPET00000019704.1 ENSAPEG00000013640.1
ENSAPET00000019639.1 ENSAPEG00000013641.1
ENSAPET00000019627.1 ENSAPEG00000013642.1
ENSAPET00000019635.1 ENSAPEG00000013643.1
ENSAPET00000019652.1 ENSAPEG00000013643.1
ENSAPET00000019625.1 ENSAPEG00000013644.1
ENSAPET00000019648.1 ENSAPEG00000013645.1
ENSAPET00000019647.1 ENSAPEG00000013646.1
ENSAPET00000019649.1 ENSAPEG00000013647.1
ENSAPET00000019720.1 ENSAPEG00000013648.1
ENSAPET00000019753.1 ENSAPEG00000013648.1
ENSAPET00000019773.1 ENSAPEG00000013648.1
ENSAPET00000019628.1 ENSAPEG00000013649.1
ENSAPET00000019658.1 ENSAPEG00000013650.1
ENSAPET00000019670.1 ENSAPEG00000013650.1
ENSAPET00000019640.1 ENSAPEG00000013651.1
ENSAPET00000019678.1 ENSAPEG00000013652.1
ENSAPET00000019634.1 ENSAPEG00000013653.1
ENSAPET00000019643.1 ENSAPEG00000013653.1
ENSAPET00000019663.1 ENSAPEG00000013654.1
ENSAPET00000019689.1 ENSAPEG00000013655.1
ENSAPET00000019661.1 ENSAPEG00000013656.1
ENSAPET00000019644.1 ENSAPEG00000013657.1
ENSAPET00000019659.1 ENSAPEG00000013658.1
ENSAPET00000019677.1 ENSAPEG00000013658.1
ENSAPET00000019653.1 ENSAPEG00000013659.1
ENSAPET00000019671.1 ENSAPEG00000013660.1
ENSAPET00000019693.1 ENSAPEG00000013660.1
ENSAPET00000019654.1 ENSAPEG00000013661.1
ENSAPET00000019707.1 ENSAPEG00000013662.1
ENSAPET00000019684.1 ENSAPEG00000013663.1
ENSAPET00000019673.1 ENSAPEG00000013664.1
ENSAPET00000019694.1 ENSAPEG00000013664.1
ENSAPET00000019657.1 ENSAPEG00000013665.1
ENSAPET00000019664.1 ENSAPEG00000013666.1
ENSAPET00000019672.1 ENSAPEG00000013667.1
ENSAPET00000019702.1 ENSAPEG00000013668.1
ENSAPET00000019739.1 ENSAPEG00000013668.1
ENSAPET00000019665.1 ENSAPEG00000013669.1
ENSAPET00000019666.1 ENSAPEG00000013670.1
ENSAPET00000019696.1 ENSAPEG00000013670.1
ENSAPET00000019740.1 ENSAPEG00000013671.1
ENSAPET00000019669.1 ENSAPEG00000013672.1
ENSAPET00000019711.1 ENSAPEG00000013673.1
ENSAPET00000019762.1 ENSAPEG00000013674.1
ENSAPET00000019772.1 ENSAPEG00000013674.1
ENSAPET00000019676.1 ENSAPEG00000013675.1
ENSAPET00000019690.1 ENSAPEG00000013675.1
ENSAPET00000019682.1 ENSAPEG00000013676.1
ENSAPET00000019691.1 ENSAPEG00000013677.1
ENSAPET00000019700.1 ENSAPEG00000013678.1
ENSAPET00000019679.1 ENSAPEG00000013679.1
ENSAPET00000019697.1 ENSAPEG00000013679.1
ENSAPET00000019681.1 ENSAPEG00000013680.1
ENSAPET00000019683.1 ENSAPEG00000013681.1
ENSAPET00000019714.1 ENSAPEG00000013683.1
ENSAPET00000019728.1 ENSAPEG00000013683.1
ENSAPET00000019748.1 ENSAPEG00000013683.1
ENSAPET00000019719.1 ENSAPEG00000013685.1
ENSAPET00000019709.1 ENSAPEG00000013686.1
ENSAPET00000019703.1 ENSAPEG00000013687.1
ENSAPET00000019701.1 ENSAPEG00000013688.1
ENSAPET00000019715.1 ENSAPEG00000013688.1
ENSAPET00000019705.1 ENSAPEG00000013689.1
ENSAPET00000019713.1 ENSAPEG00000013689.1
ENSAPET00000019708.1 ENSAPEG00000013690.1
ENSAPET00000019717.1 ENSAPEG00000013691.1
ENSAPET00000019712.1 ENSAPEG00000013692.1
ENSAPET00000019746.1 ENSAPEG00000013693.1
ENSAPET00000019759.1 ENSAPEG00000013693.1
ENSAPET00000019726.1 ENSAPEG00000013694.1
ENSAPET00000019780.1 ENSAPEG00000013695.1
ENSAPET00000019724.1 ENSAPEG00000013696.1
ENSAPET00000019721.1 ENSAPEG00000013697.1
ENSAPET00000019723.1 ENSAPEG00000013698.1
ENSAPET00000019718.1 ENSAPEG00000013699.1
ENSAPET00000019722.1 ENSAPEG00000013701.1
ENSAPET00000019815.1 ENSAPEG00000013702.1
ENSAPET00000019851.1 ENSAPEG00000013702.1
ENSAPET00000019900.1 ENSAPEG00000013702.1
ENSAPET00000019775.1 ENSAPEG00000013703.1
ENSAPET00000019792.1 ENSAPEG00000013704.1
ENSAPET00000019817.1 ENSAPEG00000013704.1
ENSAPET00000019727.1 ENSAPEG00000013705.1
ENSAPET00000019738.1 ENSAPEG00000013705.1
ENSAPET00000019754.1 ENSAPEG00000013705.1
ENSAPET00000019730.1 ENSAPEG00000013706.1
ENSAPET00000019745.1 ENSAPEG00000013707.1
ENSAPET00000019729.1 ENSAPEG00000013708.1
ENSAPET00000019737.1 ENSAPEG00000013709.1
ENSAPET00000019765.1 ENSAPEG00000013709.1
ENSAPET00000019797.1 ENSAPEG00000013710.1
ENSAPET00000019752.1 ENSAPEG00000013711.1
ENSAPET00000019836.1 ENSAPEG00000013712.1
ENSAPET00000019838.1 ENSAPEG00000013713.1
ENSAPET00000019788.1 ENSAPEG00000013714.1
ENSAPET00000019816.1 ENSAPEG00000013714.1
ENSAPET00000019731.1 ENSAPEG00000013715.1
ENSAPET00000019767.1 ENSAPEG00000013716.1
ENSAPET00000019777.1 ENSAPEG00000013716.1
ENSAPET00000019785.1 ENSAPEG00000013716.1
ENSAPET00000019735.1 ENSAPEG00000013717.1
ENSAPET00000019749.1 ENSAPEG00000013717.1
ENSAPET00000019736.1 ENSAPEG00000013719.1
ENSAPET00000019755.1 ENSAPEG00000013719.1
ENSAPET00000019796.1 ENSAPEG00000013720.1
ENSAPET00000019832.1 ENSAPEG00000013720.1
ENSAPET00000019874.1 ENSAPEG00000013720.1
ENSAPET00000019751.1 ENSAPEG00000013721.1
ENSAPET00000020399.1 ENSAPEG00000013722.1
ENSAPET00000020432.1 ENSAPEG00000013722.1
ENSAPET00000020469.1 ENSAPEG00000013722.1
ENSAPET00000019747.1 ENSAPEG00000013724.1
ENSAPET00000019771.1 ENSAPEG00000013724.1
ENSAPET00000019819.1 ENSAPEG00000013724.1
ENSAPET00000019829.1 ENSAPEG00000013724.1
ENSAPET00000019877.1 ENSAPEG00000013725.1
ENSAPET00000019897.1 ENSAPEG00000013725.1
ENSAPET00000019742.1 ENSAPEG00000013726.1
ENSAPET00000019760.1 ENSAPEG00000013726.1
ENSAPET00000019757.1 ENSAPEG00000013727.1
ENSAPET00000019764.1 ENSAPEG00000013727.1
ENSAPET00000019863.1 ENSAPEG00000013728.1
ENSAPET00000019910.1 ENSAPEG00000013728.1
ENSAPET00000019952.1 ENSAPEG00000013728.1
ENSAPET00000019822.1 ENSAPEG00000013729.1
ENSAPET00000019860.1 ENSAPEG00000013729.1
ENSAPET00000019894.1 ENSAPEG00000013729.1
ENSAPET00000019798.1 ENSAPEG00000013730.1
ENSAPET00000019743.1 ENSAPEG00000013731.1
ENSAPET00000019750.1 ENSAPEG00000013732.1
ENSAPET00000019761.1 ENSAPEG00000013733.1
ENSAPET00000019758.1 ENSAPEG00000013734.1
ENSAPET00000020048.1 ENSAPEG00000013735.1
ENSAPET00000020105.1 ENSAPEG00000013735.1
ENSAPET00000019774.1 ENSAPEG00000013736.1
ENSAPET00000019766.1 ENSAPEG00000013737.1
ENSAPET00000019782.1 ENSAPEG00000013738.1
ENSAPET00000019814.1 ENSAPEG00000013738.1
ENSAPET00000019781.1 ENSAPEG00000013739.1
ENSAPET00000019848.1 ENSAPEG00000013740.1
ENSAPET00000019770.1 ENSAPEG00000013741.1
ENSAPET00000019842.1 ENSAPEG00000013742.1
ENSAPET00000019865.1 ENSAPEG00000013742.1
ENSAPET00000019769.1 ENSAPEG00000013743.1
ENSAPET00000019809.1 ENSAPEG00000013744.1
ENSAPET00000019810.1 ENSAPEG00000013745.1
ENSAPET00000019823.1 ENSAPEG00000013745.1
ENSAPET00000019853.1 ENSAPEG00000013745.1
ENSAPET00000019786.1 ENSAPEG00000013746.1
ENSAPET00000020099.1 ENSAPEG00000013747.1
ENSAPET00000020123.1 ENSAPEG00000013747.1
ENSAPET00000019776.1 ENSAPEG00000013748.1
ENSAPET00000019783.1 ENSAPEG00000013748.1
ENSAPET00000019787.1 ENSAPEG00000013749.1
ENSAPET00000019778.1 ENSAPEG00000013750.1
ENSAPET00000019789.1 ENSAPEG00000013750.1
ENSAPET00000019779.1 ENSAPEG00000013751.1
ENSAPET00000019793.1 ENSAPEG00000013752.1
ENSAPET00000019784.1 ENSAPEG00000013753.1
ENSAPET00000019795.1 ENSAPEG00000013754.1
ENSAPET00000019790.1 ENSAPEG00000013755.1
ENSAPET00000019803.1 ENSAPEG00000013755.1
ENSAPET00000019828.1 ENSAPEG00000013755.1
ENSAPET00000019791.1 ENSAPEG00000013756.1
ENSAPET00000019811.1 ENSAPEG00000013756.1
ENSAPET00000019800.1 ENSAPEG00000013757.1
ENSAPET00000019844.1 ENSAPEG00000013758.1
ENSAPET00000019867.1 ENSAPEG00000013759.1
ENSAPET00000019891.1 ENSAPEG00000013759.1
ENSAPET00000019804.1 ENSAPEG00000013760.1
ENSAPET00000019802.1 ENSAPEG00000013761.1
ENSAPET00000019801.1 ENSAPEG00000013762.1
ENSAPET00000019818.1 ENSAPEG00000013763.1
ENSAPET00000019878.1 ENSAPEG00000013764.1
ENSAPET00000019889.1 ENSAPEG00000013765.1
ENSAPET00000019939.1 ENSAPEG00000013765.1
ENSAPET00000019807.1 ENSAPEG00000013766.1
ENSAPET00000019826.1 ENSAPEG00000013767.1
ENSAPET00000019833.1 ENSAPEG00000013768.1
ENSAPET00000019849.1 ENSAPEG00000013768.1
ENSAPET00000019812.1 ENSAPEG00000013769.1
ENSAPET00000019840.1 ENSAPEG00000013770.1
ENSAPET00000019820.1 ENSAPEG00000013771.1
